SO FAMCHA010401043000043011000011Sign On (oct 1)                                                                                                         06                                     
PROFAMCHA010410065921065941000020Book of Pooh (MARCH2001) - Today @ 9:26am                                                                               06  150                                
ID FAMCHA010410065941070001000020Morning block open play pen                                                                                             06  150                                
PROFAMCHA010410070001070009000008CC Is Brought To You By - Lark **DNU AFTER 09/22**                                                                      06  150                                
PGRFAMCHA010410070009072302002253Franklin                                          Meets Ermine/Funny Business                                   A38153A1065607ECC                              
PROFAMCHA010410072302072310000008CC Was Brought To You By - Lark                                                                                         06  150                                
ID FAMCHA010410072310072320000010Generic ID - soccer **DO NOT USE**                                                                                      06  150                                
PROFAMCHA010410072320072336000016ALF (Description) - Today @ 12pm                                                                                        06  150                                
PROFAMCHA010410072336072406000030New Adventures of WTP (MARCH2001) - Coming Up                                                                           06  150                                
INTFAMCHA010410072406072805000359MV Disney - Can You Feel The Love Tonight? (ELTON                                                                      60688120                                
PRCFAMCHA010410072805072840000035Little Lulu (MARCH2001) - Today @ 8:30am                                                                               106  150                                
PROFAMCHA010410072840072940000100Morning Crunch (MARCH2001) - Today @ 9am                                                                                06  150                                
PRCFAMCHA010410072940072950000010Morning Block menu background (flex time)                                                                               06  150                                
ID FAMCHA010410072950073000000010xxMagic of Disney - V2(sky) - KID FEMALE                                                                                06  150                                
PROFAMCHA010410073000073008000008CC Is Brought To You By - Ian **DNU AFTER 09/22**                                                                       06  150                                
PGRFAMCHA010410073008075249002241New Adventures of Winnie the Pooh; The            Tigger Got Your Tongue/A Bird In Hand                                6068607ECC                              
PROFAMCHA010410075249075257000008CC Was Brought To You By - Ian                                                                                          06  150                                
ID FAMCHA010410075257075302000005Generic ID - Couch 2*                                                                                                   06  150                                
PRCFAMCHA010410075302075337000035Little Lulu (MARCH2001) - Today @ 8:30am                                                                               106  150                                
PROFAMCHA010410075337075352000015ALF (Lucky) - Today @ Noon                                                                                              06  150                                
PROFAMCHA010410075352075413000021Buzz Lightyear (DISNEY'S ONE TOO) - Today @ 5:30pm                                                                      06  150                                
INTFAMCHA010410075413075811000358Music Break - Walt Disney Records: Haircut                                                                             60688120                                
PRCFAMCHA010410075811075841000030Madeline (MARCH2001) - Today @ 10:18am                                                                                 106  150                                
PROFAMCHA010410075841075911000030Pepper Ann (MARCH2001) - Today @ 4:30pm                                                                                 06  150                                
PROFAMCHA010410075911075931000020Book of Pooh (MARCH2001) - Today @ 9:26am                                                                               06  150                                
PRCFAMCHA010410075931075940000009Morning Block menu background (flex time)                                                                               06  150                                
ID FAMCHA010410075940080000000020Morning block open play pen                                                                                             06  150                                
PGRFAMCHA010410080000082001002001Art Attack                                        1-109                                                                60686110                                
ID FAMCHA010410082001082011000010Generic ID - Family w/dog                                                                                               06  150                                
PROFAMCHA010410082011082041000030New Adventures of WTP (MARCH2001) - Weekdays @ 7:3                                                                      06  150                                
PRCFAMCHA010410082041082116000035Little Lulu (MARCH2001) - Coming Up                                                                                    106  150                                
PGRFAMCHA010410082116082745000629Richard Scarry (ii) Sneef Saves The Queen                                                                       P19590 10656150                                
PRCFAMCHA010410082745082808000023Franklin (MARCH2001) - Today @ 12:30pm                                                                                 106  150                                
INTFAMCHA010410082808082910000102Bill Nye - Bloodstream Baby                                                                                            60688120                                
PROFAMCHA010410082910082930000020Book of Pooh (MARCH2001) - Today @ 9:26am                                                                               06  150                                
PRCFAMCHA010410082930082940000010Morning Block menu background (flex time)                                                                               06  150                                
ID FAMCHA010410082940083000000020Morning block open play pen                                                                                             06  150                                
PROFAMCHA010410083000083008000008CC Is Brought To You By - Lark **DNU AFTER 09/22**                                                                      06  150                                
PGRFAMCHA010410083008085400002352Little Lulu Show; The                             Alvinsitting/Two Lulus/The Hat                                B25049A1065607ECC                              
PROFAMCHA010410085400085408000008CC Was Brought To You By - Lark                                                                                         06  150                                
ID FAMCHA010410085408085418000010Generic ID - Bubbles                                                                                                    06  150                                
PROFAMCHA010410085418085503000045PB&J Otter (MARCH2001) - Coming Up                                                                                     206  150                                
PROFAMCHA010410085503085524000021D12 - Pepper Ann/Doug - Today, starting @ 4pm                                                                           06  150                                
INTFAMCHA010410085524085846000322Art Attack - Kayak                                                                                                     60686120                                
PROFAMCHA010410085846085900000014ALF (Dreams) - Today @ 12pm                                                                                             06  150                                
PROFAMCHA010410085900090000000100Morning Crunch (MARCH2001) - PB&J/BOOK/BUSY                                                                             06  150                                
PROFAMCHA010410090000090008000008CC Is Brought To You By - Ian **DNU AFTER 09/22**                                                                       06  150                                
PGRFAMCHA010410090008092338002330PB&J Otter                                        Hoohaw Is Where the Heart Is/Everything In It's Pl                   6068607ECC                              
PROFAMCHA010410092338092345000007CC Was Brought To You By - Ian                                                                                          06  150                                
ID FAMCHA010410092345092355000010Generic ID - Family w/dog                                                                                               06  150                                
PROFAMCHA010410092355092415000020Book of Pooh (CRUNCH) - Coming Up                                                                                       06  150                                
PRCFAMCHA010410092415092450000035Little Lulu (MARCH2001) - Weekdays @ 8:30am                                                                            106  150                                
PROFAMCHA010410092450092550000100Morning Crunch (MARCH2001) - BOOK/BUSY/MADELINE                                                                         06  150                                
ID FAMCHA010410092550092600000010xxMagic of Disney - V3(water) - KID FEMALE                                                                              06  150                                
PGRFAMCHA010410092600095002002402Book Of Pooh; The                                 You Can Lead Eeyore To Books/The Spice Of Life                       6068607G                                
ID FAMCHA010410095002095007000005Generic ID - Fingerpaint                                                                                                06  150                                
PROFAMCHA010410095007095107000100Morning Crunch (MARCH2001) - BUSY/MADELINE/OOTB                                                                         06  150                                
PROFAMCHA010410095107095115000008CC Is Brought To You By - Lark **DNU AFTER 09/22**                                                                      06  150                                
PGRFAMCHA010410095115101519002404Busy World Of Richard Scarry; The                 The Talking Bread/Couscous/The Three Fishermen                B10180 1065607ECC                              
PROFAMCHA010410101519101527000008CC Was Brought To You By - Lark                                                                                         06  150                                
ID FAMCHA010410101527101532000005Generic ID - Fingerpaint                                                                                                06  150                                
PRCFAMCHA010410101532101602000030Madeline (MARCH2001) - Coming Up                                                                                       106  150                                
PRCFAMCHA010410101602101632000030Franklin (MARCH2001) - Today @ 12:30pm                                                                                 106  150                                
PROFAMCHA010410101632101645000013Buzz Lightyear (DISNEY'S ONE TOO) - Today @ 5:30pm                                                                      06  150                                
PROFAMCHA010410101645101700000015ALF (Lucky) - Today @ Noon                                                                                              06  150                                
PROFAMCHA010410101700101800000100Morning Crunch (MARCH2001) - MADELINE/OOTB/GOOF                                                                         06  150                                
PGRFAMCHA010410101800104040002240Madeline                                          Madeline and the Ice Skates                                          6068607E                                
ID FAMCHA010410104040104050000010Generic ID - Ring around the rosie                                                                                      06  150                                
PROFAMCHA010410104050104103000013Buzz Lightyear (DISNEY'S ONE TOO) - Today @ 5:30pm                                                                      06  150                                
INTFAMCHA010410104103104237000134Big Garage, "stop" - King For The Day                                                                           P21454 10656120                                
PRCFAMCHA010410104237104300000023Franklin (MARCH2001) - Today @ 12:30pm                                                                                 106  150                                
PROFAMCHA010410104300104400000100Morning Crunch (MARCH2001) - OOTB/GOOF/ALADDIN                                                                          06  150                                
PROFAMCHA010410104400104408000008CC Is Brought To You By - Ian **DNU AFTER 09/22**                                                                       06  150                                
PGRFAMCHA010410104408110658002250Out of the Box                                    Family Fare                                                          60686110CC                              
PROFAMCHA010410110658110706000008CC Was Brought To You By - Ian                                                                                          06  150                                
ID FAMCHA010410110706110716000010Generic ID - Pink inner tube                                                                                            06  150                                
PRCFAMCHA010410110716110752000036Goof Troop (MARCH2001) - Coming Up                                                                                      06  150                                
PRCFAMCHA010410110752110815000023Franklin (MARCH2001) - Today @ 12:30pm                                                                                 106  150                                
PRCFAMCHA010410110815110850000035Little Lulu (MARCH2001) - Weekdays @ 8:30am                                                                            106  150                                
PROFAMCHA010410110850110950000100Morning Crunch (MARCH2001) - GOOF/ALADDIN/RECAP                                                                         06  150                                
ID FAMCHA010410110950111000000010xxMagic of Disney - V3(water) - KID MALE                                                                                06  150                                
PROFAMCHA010410111000111008000008CC Is Brought To You By - Lark **DNU AFTER 09/22**                                                                      06  150                                
PGRFAMCHA010410111008113238002230Goof Troop                                        Counterfeit Goof                                                     6068607ECC                              
PROFAMCHA010410113238113245000007CC Was Brought To You By - Lark                                                                                         06  150                                
ID FAMCHA010410113245113255000010Generic ID - confetti                                                                                                   06  150                                
PROFAMCHA010410113255113309000014ALF (Dreams) - Today @ 12pm                                                                                             06  150                                
PROFAMCHA010410113309113339000030Pepper Ann (MARCH2001) - Today @ 4:30pm                                                                                 06  150                                
INTFAMCHA010410113339113450000111Mix Ups - Cat in the bag                                                                                               60688120                                
PROFAMCHA010410113450113550000100Morning Crunch (MARCH2001) - ALADDIN/RECAP                                                                              06  150                                
ID FAMCHA010410113550113600000010xxMagic of Disney - V2(sky) - KID FEMALE                                                                                06  150                                
PROFAMCHA010410113600113608000008CC Is Brought To You By - Ian **DNU AFTER 09/22**                                                                       06  150                                
PGRFAMCHA010410113608115845002237Disney's Aladdin                                  Hero With A Thousand Feathers                                        6068607ECC                              
PROFAMCHA010410115845115853000008CC Was Brought To You By - Ian                                                                                          06  150                                
ID FAMCHA010410115853115858000005Generic ID - Couch 1*                                                                                                   06  150                                
PROFAMCHA010410115858115958000100Morning Crunch (MARCH2001) - RECAP                                                                                      06  150                                
ID FAMCHA010410115958120013000015Afternoon block pinball open **DO NOT USE**                                                                             06  150                                
PROFAMCHA010410120013120021000008CC Is Brought To You By - Lark **DNU AFTER 09/22**                                                                      06  150                                
PGRFAMCHA010410120021122150002129ALF                                               Wanted Dead Or Alive                                                A2028807BCC                              
PROFAMCHA010410122150122158000008CC Was Brought To You By - Lark                                                                                         06  150                                
ID FAMCHA010410122158122208000010Generic ID - Ring around the rosie                                                                                      06  150                                
PROFAMCHA010410122208122229000021D12 - Pepper Ann/Doug - Today, starting @ 4pm                                                                           06  150                                
PRCFAMCHA010410122229122259000030Franklin (MARCH2001) - Coming Up                                                                                       106  150                                
INTFAMCHA010410122259122749000450MV Disney - Circle of Life (ELTON JOHN)                                                                                60688120                                
PROFAMCHA010410122749122807000018Book of Pooh (MARCH2001) - Today @ 1:26pm                                                                               06  150                                
INTFAMCHA010410122807122904000057Frankenguy and the Professor - pilot                                                                                   60688120                                
PROFAMCHA010410122904122935000031Quints - Saturday @ 9pm                                                                                                 06  150                                
PRCFAMCHA010410122935122945000010Morning Block menu background (flex time)                                                                               06  150                                
ID FAMCHA010410122945123000000015Afternoon block pinball open **DO NOT USE**                                                                             06  150                                
PROFAMCHA010410123000123009000009CC Is Brought To You By - Ian **DNU AFTER 09/22**                                                                       06  150                                
PGRFAMCHA010410123009125302002253Franklin                                          Franklin The Teacher/Allergy                                  A53208A1065607ECC                              
PROFAMCHA010410125302125311000009CC Was Brought To You By - Ian                                                                                          06  150                                
ID FAMCHA010410125311125321000010Generic ID - Family w/dog                                                                                               06  150                                
PROFAMCHA010410125321125406000045PB&J Otter (MARCH2001) - Coming Up                                                                                     206  150                                
PROFAMCHA010410125406125436000030New Adventures of WTP (MARCH2001) - Weekdays @ 7:3                                                                      06  150                                
INTFAMCHA010410125436125839000403Art Attack - Fairy On A Mushroom                                                                                       60686120                                
PROFAMCHA010410125839125900000021D12 - Pepper Ann/Doug - Today, starting @ 4pm                                                                           06  150                                
PROFAMCHA010410125900130000000100Afternoon Rebound (MARCH2001) - PB&J/BOOK/BUSY                                                                          06  150                                
PROFAMCHA010410130000130008000008CC Is Brought To You By - Lark **DNU AFTER 09/22**                                                                      06  150                                
PGRFAMCHA010410130008132338002330PB&J Otter                                        On The Right Track/ Itchy Situation                                 A6068607ECC                              
PROFAMCHA010410132338132346000008CC Was Brought To You By - Lark                                                                                         06  150                                
ID FAMCHA010410132346132356000010Generic ID - Family w/dog                                                                                               06  150                                
PROFAMCHA010410132356132414000018Book of Pooh (REBOUND) - Coming Up                                                                                      06  150                                
PROFAMCHA010410132414132435000021Buzz Lightyear (DISNEY'S ONE TOO) - Today @ 5:30pm                                                                      06  150                                
PROFAMCHA010410132435132450000015Doug (MARCH2001) - Today @ 4pm                                                                                          06  150                                
PROFAMCHA010410132450132550000100Afternoon Rebound (MARCH2001) - BOOK/BUSY/MADELINE                                                                      06  150                                
ID FAMCHA010410132550132600000010xxMagic of Disney - V2(sky) - TEEN FEMALE                                                                               06  150                                
PGRFAMCHA010410132600135002002402Book Of Pooh; The                                 Best Wishes, Winnie the Pooh/Double Time                             6068607G                                
ID FAMCHA010410135002135007000005Generic ID - Couch 2*                                                                                                   06  150                                
PROFAMCHA010410135007135107000100Afternoon Rebound (MARCH2001) - BUSY/MADELINE/OOTB                                                                      06  150                                
PROFAMCHA010410135107135115000008CC Is Brought To You By - Ian **DNU AFTER 09/22**                                                                       06  150                                
PGRFAMCHA010410135115141519002404Busy World Of Richard Scarry; The                 The Best Birthday Present Ever/Patrick Pig Learns             B10181 1065607ECC                              
PROFAMCHA010410141519141527000008CC Was Brought To You By - Ian                                                                                          06  150                                
ID FAMCHA010410141527141537000010Generic ID - Family w/dog                                                                                               06  150                                
PRCFAMCHA010410141537141607000030Madeline (MARCH2001) - Coming Up                                                                                       106  150                                
PROFAMCHA010410141607141631000024ALF - Tonight @ 7:30pm                                                                                                  06  150                                
ID FAMCHA010410141631141639000008URL(1) - NEWSLETTER                                                                                                     06  150                                
PROFAMCHA010410141639141700000021D12 - Pepper Ann/Doug - Today, starting @ 4pm                                                                           06  150                                
PROFAMCHA010410141700141800000100Afternoon Rebound (MARCH2001) - MADELINE/OOTB/GOOF                                                                      06  150                                
PGRFAMCHA010410141800144041002241Madeline                                          Madeline and the Giants                                              6068607E                                
ID FAMCHA010410144041144051000010Generic ID - Ring around the rosie                                                                                      06  150                                
PROFAMCHA010410144051144112000021D12 - Pepper Ann/Doug - Today, starting @ 4pm                                                                           06  150                                
PROFAMCHA010410144112144130000018Book of Pooh (MARCH2001) - Weekdays @ 1:26pm                                                                            06  150                                
INTFAMCHA010410144130144224000054Bill Nye - Power to the Plankton                                                                                       60688120                                
PRCFAMCHA010410144224144259000035Little Lulu (MARCH2001) - Weekdays @ 8:30am                                                                            106  150                                
PROFAMCHA010410144259144359000100Afternoon Rebound (MARCH2001) - OOTB/GOOF/ALADDIN                                                                       06  150                                
PROFAMCHA010410144359144407000008CC Is Brought To You By - Lark **DNU AFTER 09/22**                                                                      06  150                                
PGRFAMCHA010410144407150742002335Out of the Box                                    Happy Birthday To Us                                                 60686110CC                              
PROFAMCHA010410150742150750000008CC Was Brought To You By - Lark                                                                                         06  150                                
ID FAMCHA010410150750150800000010Generic ID - Bubbles                                                                                                    06  150                                
PRCFAMCHA010410150800150836000036Goof Troop (MARCH2001) - Coming Up                                                                                      06  150                                
PROFAMCHA010410150836150850000014ALF (Dreams) - Tonight @ 7:30pm                                                                                         06  150                                
PROFAMCHA010410150850150950000100Afternoon Rebound (MARCH2001) - GOOF/ALADDIN/RECAP                                                                      06  150                                
ID FAMCHA010410150950151000000010xxMagic of Disney - V4 - TEEN MALE                                                                                      06  150                                
PROFAMCHA010410151000151008000008CC Is Brought To You By - Ian **DNU AFTER 09/22**                                                                       06  150                                
PGRFAMCHA010410151008153255002247Goof Troop                                        O,R-V,In-Vu                                                          6068607ECC                              
PROFAMCHA010410153255153303000008CC Was Brought To You By - Ian                                                                                          06  150                                
ID FAMCHA010410153303153313000010Generic ID - Family w/dog                                                                                               06  150                                
PROFAMCHA010410153313153334000021D12 - Pepper Ann/Doug - Today, starting @ 4pm                                                                           06  150                                
INTFAMCHA010410153334153450000116Bill Nye - How Can We Communicate?                                                                                     60688120                                
PROFAMCHA010410153450153550000100Afternoon Rebound (MARCH2001) - ALADDIN/RECAP                                                                           06  150                                
ID FAMCHA010410153550153600000010xxMagic of Disney - V3(water) - TEEN FEMALE                                                                             06  150                                
PROFAMCHA010410153600153608000008CC Is Brought To You By - Lark **DNU AFTER 09/22**                                                                      06  150                                
PGRFAMCHA010410153608155845002237Disney's Aladdin                                  A Sultan Worth His Salt                                              6068607ECC                              
PROFAMCHA010410155845155853000008CC Was Brought To You By - Lark                                                                                         06  150                                
ID FAMCHA010410155853155858000005Generic ID - soccer **DO NOT USE**                                                                                      06  150                                
PROFAMCHA010410155858155958000100Afternoon Rebound (MARCH2001) - RECAP                                                                                   06  150                                
ID FAMCHA010410155958160008000010xxMagic of Disney - V4 - TEEN FEMALE                                                                                    06  150                                
PROFAMCHA010410160008160038000030Disney's One Too - Opening                                                                                              06  150                                
PGRFAMCHA010410160038162305002227Disney's Doug                                     Doug On The Road                                                     6068607E                                
ID FAMCHA010410162305162320000015Generic ID - confetti                                                                                                   06  150                                
PROFAMCHA010410162320162350000030Caddyshack II (APR13) - Friday @ 9pm                                                                                    06  150                                
PROFAMCHA010410162350162420000030Pepper Ann (MARCH2001) - Coming Up                                                                                      06  150                                
PROFAMCHA010410162420162448000028Honey (MARCH2001) - Tonight @ 8pm                                                                                       06  150                                
ID FAMCHA010410162448162455000007Silly Stories Teaser - Female                                                                                           06  150                                
PROFAMCHA010410162455162511000016ALF (Description) - Tonight @ 7:30pm                                                                                    06  150                                
ID FAMCHA010410162511162551000040Silly Stories - Backstreet Boy                                                                                          06  150                                
PROFAMCHA010410162551162626000035Recess (Library Kid) - Today @ 5pm                                                                                      06  150                                
INTFAMCHA010410162626162756000130MV Disney - Walk The Llama Llama                                                                                       60688120                                
PRCFAMCHA010410162756162903000107BLAST - Spy Kids - Robert Rodriguez                                                                                     06  150                                
PROFAMCHA010410162903162934000031Quints - Saturday @ 9pm                                                                                                 06  150                                
PRCFAMCHA010410162934162945000011Morning Block menu background (flex time)                                                                               06  150                                
ID FAMCHA010410162945163000000015Afternoon block pinball open **DO NOT USE**                                                                             06  150                                
PROFAMCHA010410163000163030000030Disney's One Too - Opening                                                                                              06  150                                
PROFAMCHA010410163030163038000008CC Is Brought To You By - Ian **DNU AFTER 09/22**                                                                       06  150                                
PGRFAMCHA010410163038165330002252Disney's Pepper Ann                               Have You Ever Been Unsupervised?/The Unusual Suspe                   6068607ECC                              
PROFAMCHA010410165330165338000008CC Was Brought To You By - Ian                                                                                          06  150                                
ID FAMCHA010410165338165348000010Generic ID - Family w/dog                                                                                               06  150                                
PROFAMCHA010410165348165418000030Caddyshack II (APR13) - Friday @ 9pm                                                                                    06  150                                
PROFAMCHA010410165418165443000025Recess (Finster) - Coming Up                                                                                            06  150                                
PRCFAMCHA010410165443165525000042Gargoyles (MARCH2001) - Tonight @ 6:30pm                                                                                06  150                                
INTFAMCHA010410165525165546000021Recess Sketches - Mickey's World Record - Midget L                                                                     60686120                                
INTFAMCHA010410165546165708000122Disney Dinner Time(04)- Harry Houdini (D12 Only)                                                                       60686120                                
INTFAMCHA010410165708165741000033Toy Story Treats - Shadow Warrior                                                                                      60686120                                
INTFAMCHA010410165741165802000021Recess Sketches - What Did The Diggers Dig Up? - A                                                                     60686120                                
INTFAMCHA010410165802165815000013Toy Story Treats - Buzz Box #2                                                                                         60686120                                
INTFAMCHA010410165815165836000021Recess Sketches - Ventriloquist                                                                                        60686120                                
PROFAMCHA010410165836165904000028Honey (MARCH2001) - Tonight @ 8pm                                                                                       06  150                                
PROFAMCHA010410165904165935000031Quints - Saturday @ 9pm                                                                                                 06  150                                
PRCFAMCHA010410165935165945000010Morning Block menu background (flex time)                                                                               06  150                                
ID FAMCHA010410165945170000000015Afternoon block pinball open **DO NOT USE**                                                                             06  150                                
PROFAMCHA010410170000170030000030Disney's One Too - Opening                                                                                              06  150                                
PGRFAMCHA010410170030172306002236Disney's Recess                                   Spinelli's Masterpiece/Nobody Doesn't Like T.J.                      6068607E                                
ID FAMCHA010410172306172313000007Generic ID - Whisper*                                                                                                   06  150                                
PROFAMCHA010410172313172343000030Caddyshack II (APR13) - Friday @ 9pm                                                                                    06  150                                
PROFAMCHA010410172343172404000021Buzz Lightyear (DISNEY'S ONE TOO) - Coming Up                                                                           06  150                                
PRCFAMCHA010410172404172444000040Famous Jett Jackson (MARCH2001) - Tonight @ 7pm                                                                        106  150                                
ID FAMCHA010410172444172453000009Silly Stories Teaser - Male                                                                                             06  150                                
PRCFAMCHA010410172453172555000102BLAST - Spy Kids - Alexa Vega/Daryl Sabara                                                                              06  150                                
ID FAMCHA010410172555172637000042Silly Stories - Dog Treat                                                                                               06  150                                
INTFAMCHA010410172637172807000130MV Disney - Mambo #5 (LOU BEGA)                                                                                        60688120                                
PRCFAMCHA010410172807172849000042Gargoyles (MARCH2001) - Tonight @ 6:30pm                                                                                06  150                                
PROFAMCHA010410172849172904000015ALF (Lucky) - Tonight @ 7:30pm                                                                                          06  150                                
PROFAMCHA010410172904172935000031Quints - Saturday @ 9pm                                                                                                 06  150                                
PRCFAMCHA010410172935172945000010Morning Block menu background (flex time)                                                                               06  150                                
ID FAMCHA010410172945173000000015Afternoon block pinball open **DO NOT USE**                                                                             06  150                                
PROFAMCHA010410173000173030000030Disney's One Too - Opening                                                                                              06  150                                
PROFAMCHA010410173030173038000008CC Is Brought To You By - Lark **DNU AFTER 09/22**                                                                      06  150                                
PGRFAMCHA010410173038175231002153Disney/Pixar's Buzz Lightyear of Star Command     Plasma Monster                                                       6068607ECC                              
PROFAMCHA010410175231175239000008CC Was Brought To You By - Lark                                                                                         06  150                                
ID FAMCHA010410175239175249000010Generic ID - Hula Hoop                                                                                                  06  150                                
PROFAMCHA010410175249175319000030Caddyshack II (APR13) - Friday @ 9pm                                                                                    06  150                                
PRCFAMCHA010410175319175401000042Gargoyles (MARCH2001) - Tonight @ 6:30pm                                                                                06  150                                
PROFAMCHA010410175401175429000028Honey (MARCH2001) - Tonight @ 8pm                                                                                       06  150                                
INTFAMCHA010410175429175829000400MV Disney - We Are One (ANGELIQUE KIDJO)                                                                               60688120                                
PRCFAMCHA010410175829175909000040Famous Jett Jackson (MARCH2001) - Tonight @ 7pm                                                                        106  150                                
PROFAMCHA010410175909175940000031Quints - Saturday @ 9pm                                                                                                 06  150                                
PRCFAMCHA010410175940175950000010Morning Block menu background (flex time)                                                                               06  150                                
ID FAMCHA010410175950180000000010xxMagic of Disney - V3(water) - TEEN FEMALE                                                                             06  150                                
PGRFAMCHA010410180000182246002246Lion King's Timon & Pumbaa; The                   Lemonade Stand Off/Big Jungle Game                                   6068607E                                
ID FAMCHA010410182246182256000010Generic ID - Family w/dog                                                                                               06  150                                
PROFAMCHA010410182256182326000030Caddyshack II (APR13) - Friday @ 9pm                                                                                    06  150                                
PRCFAMCHA010410182326182408000042Gargoyles (MARCH2001) - Coming Up                                                                                       06  150                                
INTFAMCHA010410182408182818000410MV Disney - Colours Of The Wind (POCAHONTAS)                                                                           60688120                                
